age,job,marital,education,default,housing,contact,month,duration
51,management,married,university.degree,no,yes,cellular,may,131
31,self-employed,married,university.degree,no,yes,cellular,aug,73
34,technician,married,professional.course,no,yes,cellular,aug,36
60,retired,married,unknown,no,yes,cellular,aug,600
36,admin.,married,university.degree,no,yes,cellular,may,334
30,services,divorced,basic.9y,no,no,telephone,may,177
51,admin.,single,university.degree,no,yes,cellular,jun,263
26,blue-collar,married,basic.9y,no,yes,cellular,jul,159
39,admin.,married,university.degree,no,yes,cellular,aug,217
38,entrepreneur,married,university.degree,unknown,no,telephone,may,477
41,blue-collar,married,basic.9y,no,no,telephone,may,216
43,unknown,married,high.school,unknown,yes,telephone,may,329
60,entrepreneur,married,basic.4y,no,unknown,telephone,may,101
28,blue-collar,married,basic.6y,unknown,no,telephone,jun,151
34,technician,married,professional.course,no,yes,cellular,jul,144
64,unemployed,divorced,basic.9y,no,yes,cellular,oct,604
35,blue-collar,married,professional.course,no,yes,telephone,may,634
40,blue-collar,married,basic.9y,no,yes,cellular,jul,107
46,blue-collar,single,basic.6y,unknown,no,cellular,may,245
33,admin.,married,university.degree,no,yes,cellular,jun,690
74,retired,married,university.degree,no,no,telephone,oct,160
40,management,married,high.school,no,yes,cellular,aug,286
46,services,married,high.school,no,no,cellular,jul,93
41,entrepreneur,divorced,professional.course,no,yes,cellular,jul,72
30,technician,single,university.degree,unknown,yes,cellular,aug,103
44,admin.,married,university.degree,no,yes,cellular,may,201
47,blue-collar,married,high.school,no,unknown,cellular,aug,153
50,blue-collar,married,basic.4y,unknown,yes,telephone,may,74
29,technician,single,professional.course,no,yes,cellular,may,245
51,blue-collar,divorced,basic.4y,no,yes,cellular,may,314
52,blue-collar,married,basic.4y,no,no,telephone,may,136
27,admin.,single,high.school,no,no,telephone,apr,198
44,self-employed,married,basic.9y,no,yes,telephone,jun,249
34,unemployed,married,basic.9y,no,no,cellular,may,123
23,student,single,high.school,no,yes,cellular,oct,226
30,technician,single,professional.course,no,no,cellular,jul,136
26,student,single,high.school,no,yes,cellular,may,113
35,technician,married,university.degree,no,yes,cellular,may,262
24,technician,single,university.degree,no,no,cellular,jul,141
38,unemployed,married,basic.4y,unknown,no,cellular,jul,1058
36,admin.,married,high.school,no,no,telephone,may,263
24,technician,single,university.degree,no,no,cellular,jul,299
31,management,married,university.degree,no,yes,cellular,aug,181
41,admin.,married,university.degree,no,yes,cellular,aug,206
39,unemployed,married,university.degree,no,yes,telephone,may,168
36,technician,divorced,professional.course,unknown,no,telephone,jun,90
47,retired,married,basic.4y,unknown,unknown,telephone,may,441
33,technician,married,professional.course,no,no,cellular,apr,285
34,blue-collar,married,professional.course,no,yes,cellular,nov,135
42,technician,divorced,professional.course,unknown,no,telephone,may,286
51,blue-collar,married,high.school,no,no,cellular,nov,11
34,blue-collar,single,basic.6y,no,yes,cellular,jul,195
33,admin.,single,university.degree,no,yes,cellular,aug,275
37,management,married,university.degree,no,yes,cellular,jul,292
33,blue-collar,married,basic.9y,no,no,telephone,jul,9
36,housemaid,married,basic.4y,no,no,cellular,aug,73
43,services,married,high.school,no,no,cellular,nov,81
47,blue-collar,married,basic.6y,no,yes,cellular,jul,298
32,admin.,married,university.degree,no,yes,cellular,aug,224
42,admin.,single,university.degree,no,no,cellular,aug,1013
36,admin.,married,university.degree,no,yes,cellular,nov,248
42,blue-collar,divorced,basic.9y,no,unknown,telephone,may,100
31,blue-collar,single,basic.9y,no,no,telephone,apr,285
41,admin.,divorced,basic.6y,no,no,telephone,jul,141
31,technician,married,basic.9y,no,no,cellular,jul,1319
36,technician,single,professional.course,no,no,cellular,jun,146
46,services,married,basic.9y,no,no,cellular,may,227
35,admin.,divorced,high.school,no,no,cellular,nov,49
30,technician,married,high.school,no,yes,telephone,may,212
35,technician,single,university.degree,no,yes,telephone,may,294
47,management,married,basic.4y,unknown,no,telephone,may,190
35,management,single,high.school,no,yes,cellular,may,130
77,management,married,unknown,no,yes,cellular,aug,160
39,technician,married,professional.course,no,unknown,telephone,may,575
37,admin.,single,high.school,no,yes,telephone,jul,49
31,admin.,single,university.degree,no,no,telephone,may,237
49,technician,divorced,high.school,no,yes,cellular,jul,388
57,self-employed,married,university.degree,unknown,no,cellular,jul,83
33,blue-collar,divorced,basic.9y,no,yes,telephone,jun,155
35,blue-collar,married,basic.6y,no,yes,telephone,may,115
39,technician,single,university.degree,no,yes,cellular,apr,861
34,technician,married,basic.9y,no,yes,cellular,may,95
32,admin.,single,high.school,no,no,telephone,jun,180
35,student,single,university.degree,unknown,no,telephone,jun,618
53,self-employed,married,university.degree,no,no,cellular,aug,59
30,technician,married,university.degree,no,yes,telephone,jul,31
30,student,single,unknown,unknown,yes,telephone,may,114
44,blue-collar,married,high.school,no,no,cellular,apr,271
50,admin.,married,basic.9y,no,no,cellular,aug,23
56,retired,married,high.school,no,yes,telephone,may,167
58,retired,divorced,high.school,no,yes,cellular,jun,145
54,technician,married,university.degree,unknown,no,telephone,jun,322
40,technician,single,university.degree,no,no,cellular,nov,130
31,blue-collar,married,basic.6y,no,no,cellular,jul,103
41,admin.,married,high.school,no,yes,cellular,may,181
31,blue-collar,single,high.school,no,yes,cellular,may,361
39,services,married,high.school,no,yes,cellular,may,200
37,admin.,married,high.school,no,yes,telephone,may,166
41,unknown,single,unknown,unknown,yes,telephone,jun,94
50,technician,married,university.degree,no,yes,cellular,jul,367
49,blue-collar,married,basic.4y,unknown,no,telephone,may,187
31,admin.,married,university.degree,no,no,telephone,may,197
35,services,married,professional.course,no,yes,cellular,apr,218
52,management,married,university.degree,no,yes,telephone,may,412
33,management,married,university.degree,no,no,telephone,may,166
32,blue-collar,married,basic.4y,no,no,cellular,may,299
35,management,married,university.degree,no,yes,cellular,apr,584
54,admin.,married,university.degree,no,yes,cellular,aug,204
27,services,single,high.school,unknown,no,cellular,jul,509
52,management,married,professional.course,no,yes,telephone,may,280
32,admin.,married,university.degree,no,yes,cellular,aug,131
36,admin.,single,high.school,no,yes,cellular,may,27
27,admin.,married,professional.course,no,no,cellular,may,584
39,blue-collar,single,basic.9y,no,yes,cellular,nov,78
34,entrepreneur,married,university.degree,no,no,cellular,apr,77
35,blue-collar,married,basic.9y,no,yes,telephone,may,162
32,admin.,single,university.degree,no,no,telephone,may,180
42,technician,married,professional.course,no,no,cellular,aug,96
42,admin.,married,high.school,no,no,cellular,nov,651
37,management,single,university.degree,no,yes,telephone,may,415
34,admin.,married,university.degree,no,yes,cellular,nov,85
27,admin.,single,high.school,no,yes,cellular,jul,130
49,blue-collar,married,basic.9y,unknown,no,telephone,jun,1149
35,admin.,married,university.degree,no,no,telephone,may,235
22,blue-collar,single,basic.9y,no,yes,telephone,jul,110
45,housemaid,divorced,university.degree,no,yes,telephone,may,105
29,blue-collar,married,high.school,no,yes,telephone,jul,42
59,technician,married,professional.course,no,yes,telephone,aug,240
55,retired,divorced,basic.6y,unknown,no,telephone,jun,228
32,blue-collar,married,unknown,no,no,cellular,nov,366
49,blue-collar,divorced,unknown,unknown,yes,cellular,jul,284
43,admin.,married,professional.course,no,yes,telephone,jun,193
47,blue-collar,married,high.school,no,yes,cellular,may,181
41,blue-collar,divorced,basic.9y,no,yes,cellular,may,102
50,blue-collar,married,basic.9y,unknown,yes,telephone,may,192
46,entrepreneur,married,university.degree,no,yes,cellular,nov,148
32,services,married,high.school,no,yes,telephone,may,184
47,retired,single,basic.6y,unknown,yes,cellular,jul,431
54,admin.,married,university.degree,unknown,no,telephone,may,82
29,technician,married,university.degree,no,no,cellular,apr,135
33,admin.,married,university.degree,no,no,cellular,apr,157
31,student,single,university.degree,no,no,cellular,jul,608
27,blue-collar,single,basic.9y,no,yes,cellular,may,339
25,student,single,high.school,no,no,cellular,nov,244
34,technician,married,university.degree,no,yes,cellular,nov,686
35,admin.,married,high.school,no,no,telephone,may,165
37,services,married,basic.9y,unknown,yes,telephone,may,211
34,technician,single,university.degree,no,yes,cellular,aug,455
33,blue-collar,single,basic.4y,no,no,cellular,may,807
54,self-employed,married,high.school,no,yes,cellular,aug,204
30,blue-collar,married,basic.9y,no,yes,cellular,nov,175
40,blue-collar,married,basic.4y,no,no,telephone,jun,258
37,technician,single,high.school,no,yes,cellular,apr,44
34,housemaid,divorced,university.degree,no,yes,cellular,apr,73
25,unemployed,married,high.school,unknown,unknown,cellular,jul,147
59,retired,married,university.degree,no,yes,cellular,aug,17
25,admin.,single,university.degree,no,yes,cellular,sep,420
58,unemployed,married,university.degree,no,yes,cellular,nov,344
42,blue-collar,single,basic.4y,no,unknown,telephone,jul,385
33,technician,married,university.degree,no,yes,cellular,may,182
50,blue-collar,married,basic.4y,unknown,yes,cellular,aug,80
39,blue-collar,married,basic.6y,no,no,telephone,may,393
30,technician,single,high.school,no,no,cellular,aug,638
33,management,married,high.school,unknown,yes,telephone,may,641
33,management,married,university.degree,no,no,telephone,may,21
41,technician,married,professional.course,no,yes,telephone,may,446
36,management,married,university.degree,no,yes,telephone,may,170
44,entrepreneur,married,university.degree,no,yes,cellular,nov,96
57,retired,married,basic.4y,no,yes,telephone,apr,1348
40,blue-collar,married,basic.6y,unknown,no,telephone,may,85
42,blue-collar,married,basic.9y,unknown,no,telephone,may,148
41,self-employed,single,university.degree,no,yes,telephone,may,23
41,entrepreneur,married,university.degree,no,yes,cellular,aug,324
33,services,married,professional.course,no,yes,cellular,aug,331
32,technician,single,high.school,no,no,telephone,jul,40
45,unemployed,married,university.degree,no,no,telephone,may,550
29,technician,single,university.degree,no,no,cellular,jun,442
35,technician,single,basic.9y,no,no,cellular,nov,178
35,admin.,married,university.degree,no,yes,cellular,sep,110
86,retired,married,unknown,unknown,yes,cellular,sep,211
45,admin.,married,university.degree,no,no,cellular,aug,27
34,technician,married,professional.course,no,no,telephone,may,388
41,technician,married,professional.course,no,yes,cellular,nov,545
50,blue-collar,married,basic.4y,no,yes,cellular,may,146
28,management,single,basic.9y,no,yes,telephone,may,166
33,admin.,married,university.degree,no,yes,telephone,may,139
42,technician,married,university.degree,unknown,yes,cellular,may,301
43,blue-collar,married,basic.6y,no,no,telephone,may,218
42,services,married,university.degree,no,no,cellular,dec,179
56,blue-collar,married,basic.4y,unknown,no,cellular,aug,360
29,student,single,university.degree,no,yes,cellular,jul,489
31,housemaid,single,high.school,no,yes,cellular,jul,125
31,admin.,single,high.school,no,yes,cellular,jul,304
28,blue-collar,married,basic.4y,no,no,cellular,may,189
43,admin.,married,university.degree,no,yes,telephone,jul,377
44,admin.,single,high.school,no,yes,cellular,may,728
43,admin.,married,high.school,no,yes,cellular,jul,128
41,retired,single,basic.4y,no,yes,cellular,oct,278
31,admin.,single,university.degree,no,no,telephone,aug,387
59,admin.,married,university.degree,no,yes,telephone,may,29
32,housemaid,single,university.degree,unknown,yes,cellular,jul,71
24,student,single,high.school,no,no,cellular,jun,292
31,blue-collar,single,basic.9y,no,no,telephone,jun,767
38,admin.,single,high.school,no,yes,cellular,nov,1476
37,management,divorced,university.degree,no,yes,cellular,may,176
33,admin.,married,university.degree,no,yes,telephone,jul,52
27,admin.,single,university.degree,no,yes,cellular,jul,150
34,services,married,high.school,no,no,telephone,may,285
46,self-employed,married,basic.6y,unknown,yes,cellular,nov,32
30,admin.,married,high.school,no,no,cellular,jul,227
31,unemployed,single,basic.4y,no,no,cellular,nov,12
56,management,married,university.degree,no,no,telephone,may,171
52,services,married,high.school,no,no,cellular,jul,183
30,technician,married,professional.course,no,yes,telephone,jul,501
34,blue-collar,married,basic.6y,no,no,telephone,jun,381
31,admin.,married,high.school,no,no,cellular,oct,142
33,admin.,married,university.degree,no,yes,cellular,nov,482
33,admin.,single,university.degree,no,yes,telephone,apr,117
30,technician,single,university.degree,no,yes,cellular,aug,14
28,admin.,single,university.degree,no,no,cellular,apr,69
24,technician,single,professional.course,no,no,telephone,may,240
41,blue-collar,married,basic.4y,no,yes,cellular,may,389
26,admin.,married,high.school,no,no,telephone,may,326
40,admin.,married,unknown,no,no,telephone,may,387
45,housemaid,single,basic.4y,no,no,telephone,sep,569
42,admin.,married,university.degree,unknown,yes,telephone,jun,160
41,technician,married,high.school,no,no,cellular,aug,697
